indicator_id,serie_id,value,performance,reliability,source,city_1_id,city_1_serie,city_1_value,city_1_performance,city_2_id,city_2_serie,city_2_value,city_2_performance,city_3_id,city_3_serie,city_3_value,city_3_performance,city_4_id,city_4_serie,city_4_value,city_4_performance
"37,""3"",""Existencia de mapas pero no actualizados"",""2"",""A1"",""Elaboración propia en base a: MGP | Enosur | Dirección de Defensa Civil"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"38,""3"",""Existencia de planes no completos"",""2"",""A1"",""Elaboración propia en base a: MGP | Enosur | Dirección de Defensa Civil"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"39,""3"",""Existencia de sistemas de alerta temprana con  múltiples vías de comunicación"",""2"",""A1"",""Elaboración propia en base a: MGP | Enosur | Dirección de Defensa Civil"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"40,""3"",""Existen planes incluidos en el PEM pero no vinculantes"",""2"",""A1"",""Elaboración propia en base a: MGP | Enosur | Dirección de Defensa Civil"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"41,""3"",""No existe plan efectivo de adaptación al cambio climático"",""3"",""A1"",""Elaboración propia en base a: MGP | Enosur | Dirección de Defensa Civil"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"42,""3"",""La ciudad tiene acceso a fondos ante emergencias y reducción ex ante de vulnerabilidades"",""2"",""A1"",""Elaboración propia en base a: MGP | Enosur | Dirección de Defensa Civil"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"43,""3"",""Las herramientas de planificación toma en cuenta el análisis de riesgo pero no son vinculantes"",""3"",""A1"",""Elaboración propia en base a: MGP | Enosur | Dirección de Defensa Civil"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"44,""3"",""N/D"",""0"",""A1"",""Elaboración propia en base a: MGP | Enosur | Dirección de Defensa Civil"",""CBB"",""2014"",""19"",""3"",""SLA"",""2015"",""50"",""2"",""LAP"",""2012"",""0"",""3"","""","""","""","""""
"45,""3"",""N/D"",""0"",""A1"",""N/D"",""CBB"",""2014"",""21"",""3"",""TRU"",""2012"",""15"",""2"",""BAQ"",""2013"",""9"",""1"","""","""","""","""""
"46,""3"",""N/D"",""0"",""A1"",""ND"",""ASU"",""2014"",""40.52"",""3"",""MVD"",""2004"",""10"",""2"",""FLN"",""2010"",""10.66"",""2"",""CBB"",""2014"",""21"",""3"""
"47,""3"",""N/D"",""0"",""A1"",""Población en asentamientos:  N/D - Población: Elaboración propia en base a MGP|DIE"",""CBB"",""2014"",""16"",""3"",""MVD"",""2004"",""10.1"",""2"",""PRA"",""2010"",""1.11"",""1"",""SLA"",""2015"",""33.39"",""3"""
"48,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2014"",""2.9"",""1"",""PRA"",""2013"",""1.77"",""1"",""LAP"",""2012"",""2.3"",""1"",""SLA"",""2015"",""0.6"",""1"""
"49,""3"",""N/D"",""0"",""N/D"",""Población: Elaboración propia en base a MGP|DIE - Superficie Neta: N/D"",""ASU"",""2014"",""3046.50"",""3"",""FLN"",""2015"",""4523"",""2"",""LAP"",""2012"",""4560"",""2"",""MVD"",""2012"",""65.85"",""3"""
"50,""3"",""N/D"",""0"",""N/D"",""Elaboración propia en base a CNPyV."",""ASU"",""2012"",""46.4"",""3"",""FLN"",""2010"",""7.6"",""1"",""LAP"",""2012"",""6.9"",""1"",""MVD"",""2011"",""12.1"",""2"""
"51,""3"",""N/D"",""0"",""N/D"",""Elaboración propia en base a CNPyV."",""ASU"",""2012"",""10.1"",""2"",""FLN"",""2010"",""10.66"",""2"",""PRA"",""2010"",""9.23"",""1"",""SLA"",""2015"",""12.7"",""2"""
"52,""3"",""N/D"",""0"",""N/D"",""Superficie Areas Verdes: N/D"",""ASU"",""2014"",""170.8"",""1"",""FLN"",""2008"",""2894"",""1"",""LAP"",""2012"",""320"",""1"",""MVD"",""2012"",""12.68"",""3"""
"53,""3"",""N/D"",""0"",""N/D"",""Superficie Áreas Públicas N/D"",""ASU"",""2014"",""6"",""3"",""FLN"",""2008"",""69.4"",""1"",""PRA"",""2013"",""103"",""1"",""MVD"",""2012"",""13.22"",""1"""
"54,""3"",""Existe un plan de Gestión Territorial aprobado pero sin avances de implementación"",""2"",""A1"",""Elaboración propia"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"55,""3"",""La ciudad dispone de un PEM no vinculante actualizado en los últimos 10 años  "",""2"",""A1"",""Elaboración propia"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"56,""3"",""15.9"",""2"",""B2"",""FCEyS, en base a FIEL y EPH"",""ASU"",""2014"",""16.5"",""2"",""FLN"",""2013"",""1.35"",""1"",""LAP"",""2012"",""24.7"",""2"",""MVD"",""2010"",""21.6"",""2"""
"57,""3"",""2.8"",""1"",""A2"",""Ver Manual"",""CBB"",""2014"",""21"",""2"",""FLN"",""2010"",""3.41"",""1"",""LAP"",""2010"",""4.7"",""1"",""MVD"",""2004"",""7.3"",""1"""
"58,""3"",""0.38"",""2"",""A2"",""FCEyS, en base a EPH"",""ASU"",""2011"",""0.47"",""3"",""FLN"",""2013"",""0.54"",""3"",""LAP"",""2012"",""0.44"",""2"",""MVD"",""2012"",""0.43"",""2"""
"59,""3"",""0"",""3"",""A1"",""MGP| Dirección Movilidad"",""ASU"",""2014"",""0"",""3"",""FLN"",""2014"",""0"",""3"",""CUE"",""2014"",""2.9"",""3"","""","""","""","""""
"60,""3"",""N/D"",""0"",""N/D"",""N/D"",""PRA"",""2014"",""41.98"",""0"",""SLA"",""2012"",""18.5"",""0"",""LAP"",""2011"",""51"",""0"",""MVD"",""2009"",""43"",""0"""
"61,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2014"",""62"",""2"",""FLN"",""2011"",""31"",""3"",""LAP"",""2012"",""37.5"",""3"",""MVD"",""2009"",""46"",""3"""
"62,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2013"",""7"",""0"",""PRA"",""2012"",""7.51"",""0"",""LAP"",""2012"",""1.3"",""0"",""MVD"",""2009"",""2"",""0"""
"63,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2013"",""33"",""0"",""PRA"",""2012"",""6.83"",""0"",""LAP"",""2012"",""10.14"",""0"",""MVD"",""2009"",""9"",""0"""
"64,""3"",""0"",""3"",""A2"",""N/D"",""CBB"",""2013"",""0"",""3"",""SLA"",""2015"",""0"",""3"",""LAP"",""2012"",""0"",""3"",""MVD"",""2012"",""2"",""2"""
"65,""3"",""3.8"",""1"",""A2"",""MGP|DIE"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"66,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2014"",""10.65"",""3"",""CBB"",""2013"",""14"",""3"",""LAP"",""2012"",""60"",""1"",""MVD"",""2012"",""27.1"",""2"""
"67,""3"",""Plan de gestión aprobado pero con demoras de implementación"",""2"",""A1"",""Elaboración propia"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"68,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2013"",""30"",""2"",""PRA"",""2012"",""15"",""1"",""LAP"",""2012"",""37.5"",""2"",""MVD"",""2009"",""19"",""1"""
"69,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2013"",""72"",""3"",""ZAL"",""2015"",""22"",""1"",""LAP"",""2011"",""32.5"",""2"",""MVD"",""2009"",""40"",""2"""
"70,""3"",""0.79"",""3"",""A2"",""MGP| DIE"",""ASU"",""2015"",""0.21"",""1"",""FLN"",""2014"",""0.5"",""3"",""LAP"",""2011"",""0.64"",""3"",""MVD"",""2009"",""0.26"",""1"""
"71,""3"",""124"",""3"",""A1"",""MGP| Dirección de Informática"",""ASU"",""2012"",""35"",""3"",""FLN"",""2014"",""3"",""1"",""LAP"",""2012"",""3"",""1"",""MVD"",""2011"",""7"",""1"""
"72,""3"",""Existe una plataforma logística diseñada"",""2"",""A1"",""MGP| Dirección de Movilidad"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"73,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2014"",""5046"",""2"",""FLN"",""2011"",""16999"",""1"",""LAP"",""2010"",""9052"",""1"",""MVD"",""2010"",""15823"",""1"""
"74,""3"",""10.1"",""2"",""B2"",""INDEC"",""ASU"",""2014"",""6.9"",""1"",""FLN"",""2013"",""5"",""1"",""LAP"",""2012"",""4.4"",""1"",""MVD"",""2011"",""6.8"",""1"""
"75,""3"",""46.3"",""3"",""B2"",""FCEyS, en base a EPH"",""ASU"",""2014"",""17.55"",""1"",""FLN"",""2010"",""41.5"",""3"",""LAP"",""2012"",""17.9"",""1"",""MVD"",""2009"",""26"",""2"""
"76,""3"",""58.2"",""0"",""A3"",""EMTUR - BNA"",""PRA"",""2013"",""78"",""0"",""ZAL"",""2012"",""52"",""0"",""SLA"",""2013"",""81.74"",""0"","""","""","""","""""
"77,""3"",""28.2"",""0"",""A3"",""EMTUR"",""PRA"",""2013"",""57.02"",""0"",""ZAL"",""2012"",""41"",""0"",""SLA"",""2012"",""32"",""0"","""","""","""","""""
"78,""3"",""50.6"",""0"",""N/D"",""EMTUR"",""PRA"",""2013"",""67.39"",""0"",""ZAL"",""2012"",""60"",""0"",""SLA"",""2012"",""29.8"",""0"","""","""","""","""""
"79,""3"",""3.48"",""0"",""A3"",""EMTUR"",""PRA"",""2013"",""2.6"",""0"",""ZAL"",""2012"",""5.1"",""0"",""SLA"",""2012"",""2.55"",""0"","""","""","""","""""
"80,""3"",""N/D"",""0"",""A1"",""N/D"",""PRA"",""2013"",""0"",""0"","""","""","""","""","""","""","""","""","""","""","""","""""
"81,""3"",""93"",""0"",""A1"",""EMTUR"",""PRA"",""2013"",""91.32"",""0"","""","""","""","""","""","""","""","""","""","""","""","""""
"82,""3"",""0"",""0"",""B2"",""EMTUR CEBRA"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"83,""3"",""0"",""0"",""N/D"",""EMTUR AHyG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"84,""3"",""9.9"",""0"",""B2"",""FCEyS, en base a EPH"",""PRA"",""2013"",""2.34"",""0"",""ZAL"",""2012"",""2.1"",""0"",""SLA"",""2012"",""7.64"",""0"","""","""","""","""""
"85,""3"",""N/D"",""0"",""N/D"",""N/D"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"86,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2014"",""24.55"",""1"",""FLN"",""2010"",""21.43"",""1"",""LAP"",""2012"",""31"",""1"",""MVD"",""2012"",""11.41"",""2"""
"87,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2014"",""68.2"",""1"",""FLN"",""2013"",""43.56"",""1"",""CBB"",""2013"",""66.94"",""1"",""MVD"",""2012"",""13.5"",""2"""
"88,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2014"",""99.4"",""1"",""FLN"",""2013"",""149"",""1"",""CBB"",""2013"",""89"",""2"",""MVD"",""2012"",""132.19"",""1"""
"89,""3"",""N/D"",""0"",""N/D"",""INDEC"",""ASU"",""2012"",""97.7"",""1"",""FLN"",""2013"",""97.9"",""1"",""LAP"",""2012"",""86"",""3"",""MVD"",""2012"",""98.2"",""1"""
"90,""3"",""N/D"",""0"",""N/D"",""N/D"",""PRA"",""2010"",""71.1"",""0"",""FLN"",""2011"",""49"",""0"",""SLA"",""2010"",""73"",""0"","""","""","""","""""
"91,""3"",""N/D"",""0"",""N/D"",""N/D"",""PRA"",""2010"",""64.7"",""0"",""FLN"",""2011"",""44"",""0"",""SLA"",""2010"",""67"",""0"","""","""","""","""""
"92,""3"",""26.1"",""3"",""A2"",""SAD -  DIEPREGEP"",""ASU"",""2014"",""16"",""2"",""FLN"",""2012"",""17"",""2"",""LAP"",""2011"",""19.6"",""2"",""MVD"",""2010"",""17.6"",""0"""
"93,""3"",""100"",""1"",""B4"",""N/D"",""ASU"",""2014"",""59"",""3"",""FLN"",""2012"",""71.8"",""2"",""CBB"",""2013"",""3.37"",""3"",""PRA"",""2011"",""72.77"",""0"""
"94,""3"",""100"",""1"",""B4"",""N/D"",""ASU"",""2012"",""97.1"",""2"",""FLN"",""2012"",""88.6"",""3"",""LAP"",""2011"",""98.46"",""1"",""PRA"",""2011"",""63.6"",""3"""
"95,""3"",""95"",""2"",""B4"",""N/D"",""ASU"",""2012"",""94.2"",""2"",""FLN"",""2012"",""88.6"",""3"",""LAP"",""2012"",""51"",""3"",""PRA"",""2011"",""97.42"",""1"""
"96,""3"",""79"",""2"",""B4"",""N/D"",""ASU"",""2012"",""76.5"",""2"",""FLN"",""2012"",""90.9"",""1"",""LAP"",""2011"",""0.51"",""3"",""MVD"",""2009"",""72.5"",""2"""
"97,""3"",""4702"",""2"",""A2"",""UNMDP, UFASTA, UCAECE, UAA, UTN -  MGP|DIE"",""CBB"",""2013"",""6570"",""1"",""FLN"",""2015"",""2722"",""2"",""LAP"",""2010"",""5809"",""1"",""MVD"",""2009"",""9717"",""1"""
"98,""3"",""11.2"",""2"",""A2"",""CEMAED - MGP|DIE"",""ASU"",""2014"",""3.66"",""1"",""FLN"",""2013"",""11.25"",""2"",""LAP"",""2011"",""3.57"",""1"",""MVD"",""2012"",""8"",""1"""
"99,""3"",""N/D"",""0"",""A2"",""CEMAED"",""CBB"",""2014"",""56"",""3"",""PRA"",""2012"",""3.57"",""1"",""LAP"",""2010"",""7"",""1"","""","""","""","""""
"100,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2014"",""48.7"",""3"",""PRA"",""2008"",""32"",""2"",""LAP"",""2010"",""22"",""1"",""MVD"",""2012"",""26.88"",""2"""
"101,""3"",""N/D"",""0"",""A1"",""CEMAED"",""CBB"",""2014"",""38"",""2"",""PRA"",""2015"",""32"",""2"",""LAP"",""2010"",""33"",""2"",""MVD"",""2012"",""63"",""3"""
"102,""3"",""1044"",""3"",""A2"",""Fiscalía General- Departamento Judicial Mar del Plata - MGP|DIE"",""ASU"",""2014"",""147.2"",""1"",""CBB"",""2011"",""65"",""1"",""LAP"",""2010"",""42.9"",""1"",""MVD"",""2010"",""865"",""2"""
"103,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2013"",""2"",""1"",""PRA"",""2008"",""11.49"",""1"",""ZAL"",""2012"",""57.5"",""1"",""MVD"",""2010"",""65.92"",""1"""
"104,""3"",""648"",""1"",""A2"",""Fiscalía General- Departamento Judicial Mar del Plata - MGP|DIE"",""ASU"",""2014"",""634.1"",""1"",""FLN"",""2015"",""2914"",""1"",""LAP"",""2010"",""1126"",""1"",""MVD"",""2010"",""3956"",""2"""
"105,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2013"",""2"",""1"",""PRA"",""2008"",""9.62"",""1"",""ZAL"",""2012"",""34.9"",""2"",""MVD"",""2012"",""48.16"",""3"""
"106,""3"",""14.5"",""3"",""A2"",""EPC"",""ASU"",""2014"",""35"",""2"",""PRA"",""2013"",""16"",""3"",""CBB"",""2014"",""29"",""3"",""MVD"",""2011"",""45"",""2"""
"107,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2014"",""3"",""3"",""PRA"",""2013"",""58"",""1"",""MVD"",""2012"",""27"",""0"","""","""","""","""""
"108,""3"",""N/D"",""0"",""N/A"",""N/D"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"109,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2013"",""72"",""2"",""FLN"",""2013"",""77.7"",""1"",""LAP"",""2010"",""75.8"",""1"",""MVD"",""2006"",""75.6"",""1"""
"110,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2012"",""70.2"",""1"",""FLN"",""2013"",""73.6"",""1"",""LAP"",""2010"",""73.8"",""1"",""MVD"",""2006"",""72.12"",""1"""
"111,""3"",""N/D"",""0"",""N/D"",""N/D"",""ASU"",""2012"",""74.4"",""2"",""FLN"",""2013"",""81.8"",""1"",""LAP"",""2010"",""78.6"",""1"",""MVD"",""2006"",""79.52"",""1"""
"112,""3"",""9.7"",""1"",""A1"",""MGP| DIE"",""ASU"",""2014"",""13.7"",""1"",""FLN"",""2012"",""10.6"",""1"",""LAP"",""2010"",""17"",""1"",""MVD"",""2008"",""1.06"",""1"""
"113,""3"",""4.4"",""1"",""A2"",""Colegio de Médicos Distrito IX - MGP| DIE"",""ASU"",""2012"",""0.68"",""1"",""FLN"",""2015"",""14.33"",""1"",""LAP"",""2009"",""2.9"",""1"",""MVD"",""2012"",""8.64"",""1"""
"114,""3"",""243"",""1"",""A2"",""Zona Sanitaria VIII -  FECLIBA y otros establecimientos privados de salud - MGP| DIE"",""ASU"",""2012"",""400"",""1"",""FLN"",""2015"",""430"",""1"",""CBB"",""2011"",""197"",""1"",""MVD"",""2012"",""300"",""1"""
"115,""3"",""Existe un PEM"",""2"",""A1"",""Elaboración propia en base a PEM"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"116,""3"",""Participación de la sociedad civil en menos del 10% del total del presupuesto"",""2"",""A1"",""Elaboración propia en base a MGP"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"117,""3"",""1"",""2"",""A1"",""HCD"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"118,""3"",""El presupuesto solo contempla un año"",""3"",""A1"",""Elaboración propia en base a MGP"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"119,""3"",""Menos del 10% del personal se remunera en base a un sistema de indicadores de desempeño"",""3"",""A1"",""Elaboración propia en base a MGP"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"120,""3"",""Existe un sistema electrónico de administración pero no mide avances y resultados"",""3"",""A1"",""Elaboración propia en base a MGP"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"121,""3"",""No existe un sistema de adquisiciones electrónicas"",""3"",""A1"",""Elaboración propia en base a MGP"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"122,""3"",""NA"",""0"",""N/A"",""NA"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"123,""3"",""100"",""1"",""A1"",""Elaboración propia en base a MGP"",""ASU"",""2014"",""100"",""1"",""FLN"",""2015"",""100"",""1"",""CBB"",""2014"",""70"",""1"",""MVD"",""2012"",""100"",""1"""
"124,""3"",""100"",""1"",""A1"",""Elaboración propia en base a MGP"",""CBB"",""2014"",""75"",""2"",""FLN"",""2015"",""100"",""1"",""LAP"",""2012"",""27.27"",""3"",""MVD"",""2012"",""100"",""1"""
"125,""3"",""Existe un sistema electrónico de administración pero no mide avances  y resultados"",""3"",""A1"",""Elaboración propia en base a MGP"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"126,""3"",""52.2"",""0"",""A1"",""Elaboración propia en base a MGP"",""CBB"",""2013"",""30.24"",""0"",""FLN"",""2015"",""54.3"",""0"",""LAP"",""2011"",""46"",""0"",""MVD"",""2010"",""86"",""0"""
"127,""3"",""NA"",""0"",""N/A"",""NA"",""CBB"",""2013"",""17"",""0"",""ZAL"",""2012"",""1.3"",""0"",""LAP"",""2011"",""11"",""0"",""MVD"",""2010"",""28"",""0"""
"128,""3"",""47.8"",""0"",""A1"",""Elaboración propia en base a MGP"",""ZAL"",""2012"",""5.6"",""0"",""FLN"",""2012"",""42.9"",""0"",""LAP"",""2012"",""54"",""0"",""MVD"",""2012"",""8"",""0"""
"129,""3"",""20.4"",""0"",""A1"",""Elaboración propia en base a MGP"",""ZAL"",""2012"",""21"",""0"",""FLN"",""2013"",""0.5"",""0"",""LAP"",""2011"",""20"",""0"",""MVD"",""2012"",""49"",""0"""
"130,""3"",""0.1"",""0"",""A1"",""Elaboración propia en base a MGP"",""ZAL"",""2012"",""10.9"",""0"",""CBB"",""2013"",""7"",""0"",""LAP"",""2011"",""0"",""0"",""MVD"",""2012"",""6"",""0"""
"131,""3"",""68.7"",""0"",""A1"",""Elaboración propia en base a MGP"",""ASU"",""2014"",""2"",""0"",""FLN"",""2012"",""73.6"",""0"",""LAP"",""2011"",""16"",""0"",""MVD"",""2012"",""84"",""0"""
"132,""3"",""No existen indicadores de desempeño ni metas para el seguimiento del presupuesto"",""3"",""A1"",""Elaboración propia en base a MGP"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"133,""3"",""90.3"",""0"",""A1"",""Elaboración propia en base a MGP"",""ASU"",""2014"",""86.76"",""1"",""FLN"",""2010"",""86.6"",""1"",""LAP"",""2011"",""79"",""1"",""MVD"",""2012"",""79"",""1"""
"134,""3"",""3.2"",""0"",""A1"",""Elaboración propia en base a MGP"",""PRA"",""2012"",""8"",""0"",""CBB"",""2010"",""49.43"",""0"",""LAP"",""2011"",""0.03"",""0"",""MVD"",""2012"",""21"",""0"""
"135,""3"",""44.7"",""0"",""A1"",""Elaboración propia en base a MGP"",""ASU"",""2014"",""2"",""2"",""FLN"",""2013"",""10.57"",""3"",""LAP"",""2012"",""12.97"",""0"",""MVD"",""2012"",""15.5"",""0"""
"136,""3"",""-22.3"",""0"",""A1"",""Elaboración propia en base a MGP"",""ASU"",""2014"",""3"",""2"",""FLN"",""2010"",""13.4"",""1"",""LAP"",""2012"",""10.48"",""1"",""MVD"",""2012"",""5.7"",""1"""
"137,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2013"",""8.75"",""0"",""SLA"",""2015"",""1.2"",""0"",""PRA"",""2015"",""0.6"",""0"",""MVD"",""2012"",""20"",""0"""
"138,""3"",""Menos del 30% de los programas del presupuesto coinciden con los del plan de desarrollo o  no existe un plan"",""3"",""A1"",""Elaboración propia en base a MGP"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"139,""3"",""N/D"",""0"",""N/D"",""N/D"",""CBB"",""2013"",""90"",""2"",""PRA"",""2015"",""0"",""0"",""LAP"",""2012"",""-15"",""0"",""MVD"",""2010"",""96.6"",""0"""
"140,""3"",""100"",""1"",""A1"",""Elaboración propia en base a MGP"",""CBB"",""2013"",""100"",""0"",""PRA"",""2015"",""0"",""0"",""ZAL"",""2015"",""83"",""0"",""MVD"",""2012"",""0"",""0"""
"141,""3"",""NA"",""0"",""N/A"",""NA"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"142,""3"",""29"",""0"",""A1"",""Elaboración propia en base a MGP"",""ASU"",""2014"",""2"",""1"",""FLN"",""2011"",""7.9"",""1"",""LAP"",""2012"",""0.21"",""1"",""PRA"",""2012"",""3"",""1"""
"143,""3"",""23.9"",""0"",""A1"",""Elaboración propia en base a MGP"",""CBB"",""2013"",""16"",""0"",""PRA"",""2012"",""16"",""0"",""ZAL"",""2015"",""4.3"",""0"",""MVD"",""2012"",""32"",""0"""
"144,""3"",""27.5"",""0"",""A1"",""Elaboración propia en base a MGP"",""CBB"",""2013"",""27"",""3"",""PRA"",""2012"",""-50"",""1"",""SLA"",""2011"",""-6.06"",""1"","""","""","""","""""
"145,""3"",""41.9"",""0"",""A1"",""Elaboración propia en base a MGP"",""ASU"",""2014"",""1"",""2"",""FLN"",""2013"",""19.7"",""3"",""LAP"",""2012"",""7"",""3"",""ZAL"",""2015"",""-13"",""1"""
